year,early_pct,election_day_pct,mail_pct
2018,28.62510587924906,64.3098842618307,7.065009858920241
2020,33.65090145778338,14.949093686016571,51.400004856200056
2022,21.57631200216589,59.116031861383036,19.307656136451076
